image,awcrs310_add,unité,unité1,unité2,description,spanwcrs310_origine,image3,image4,image5,awcrs310_add2list
https://fd3-photos.leclercdrive.fr/image.ashx?id=2549474&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,33                 ","                     0,89 € / l                 ","Eau aromatisée Volvic juicy                     jus de mangue ananas - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2540439&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,38                 ","                     0,92 € / l                 ","Eau aromatisée Volvic Juicy                     Pêche abricot - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2540427&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,36                 ","                     0,91 € / l                 ","Eau aromatisée Volvic Juicy                     Agrumes -1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2632840&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,03                 ","                     0,69 € / l                 ","Soda Pulp'Orange                     Bouteille - 1,5L                  ",,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2573108&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,27                 ","                     0,85 € / l                 ","Soda light  Pulp'Orange                     Orange Bouteille - 1,5L                  ",,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2441854&use=l&cat=p&typeid=i,Ajouter Produit,                     0                 ,"                     ,85                 ","                     0,57 € / l                 ",Soda Sprink's                     Orange - 1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2632861&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,59                 ","                     1,06 € / l                 ",Soda Sprink's                     Aux agrumes - 1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2632876&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,39                 ","                     0,93 € / l                 ",Soda pomme Sprink's                     1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2632879&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,43                 ","                     0,95 € / l                 ",Soda cerise Sprink's                     1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2632882&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,47                 ","                     0,98 € / l                 ",Soda pomme cerise Sprink's                     1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2562882&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,52                 ","                     1,01 € / l                 ",Diabolo grenadine Sprink's                     Bouteille - 1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=1929943&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,03                 ","                     0,69 € / l                 ",Soda Sprink's                     Lemon - 1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2262903&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,13                 ","                     0,75 € / l                 ",Soda Sprink's                     Citron - 1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2632867&use=l&cat=p&typeid=i,Ajouter Produit,                     0                 ,"                     ,76                 ","                     0,51 € / l                 ",Soda Sprink's Lemon                     Lime - 1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2632858&use=l&cat=p&typeid=i,Ajouter Produit,                     0                 ,"                     ,74                 ","                     0,49 € / l                 ","Soda zéro Sprink's                     Agrumes - 1,5L                  ",,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2553848&use=l&cat=p&typeid=i,Ajouter Produit,                     0                 ,"                     ,88                 ","                     0,59 € / l                 ","Boisson aux fruits gazeuses                     Pulpe orange - 1,5L                  ",,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=25&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2034512&use=l&cat=p&typeid=i,Ajouter Produit,                     0                 ,"                     ,38                 ","                     0,25 € / l                 ",Soda Eco+                     Gout orange - 1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=25&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2495653&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,71                 ","                     2,47 € / l                 ",Soda à l'orange Orangina                     6x25cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=43&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2476431&use=l&cat=p&typeid=i,Ajouter Produit,                     4                 ,"                     ,80                 ","                     3,20 € / l                 ",Soda à l'orange Orangina                     6x25cl verre                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=43&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2574952&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,85                 ","                     1,93 € / l                 ",Soda à l'orange Orangina                     4x50cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=39&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2652383&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,53                 ","                     1,53 € / l                 ",Soda à l'orange Orangina                     1L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2580934&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,63                 ","                     1,09 € / l                 ","Soda à l'orange Orangina                     1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2574946&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,23                 ","                     1,08 € / l                 ","Soda à l'orange Orangina                     2x1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2574937&use=l&cat=p&typeid=i,Ajouter Produit,                     6                 ,"                     ,47                 ","                     1,08 € / l                 ","Soda à l'orange Orangina                     4x1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653363&use=l&cat=p&typeid=i,Ajouter Produit,                     5                 ,"                     ,97                 ","                     1,51 € / l                 ",Soda à l'orange Orangina                     12x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2655346&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,07                 ","                     1,55 € / l                 ",Soda à l'orange Orangina                     6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2493871&use=l&cat=p&typeid=i,Ajouter Produit,                     4                 ,"                     ,93                 ","                     2,74 € / l                 ",Soda à l'orange Orangina                     12x15cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=136&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2571161&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,64                 ","                     1,09 € / l                 ","Soda à l'orange Orangina                     Sans Sucres - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2620113&use=l&cat=p&typeid=i,Ajouter Produit,                     6                 ,"                     ,00                 ","                     0,67 € / l                 ",Soda Bouteille Orangina                      Light - 4x1.5L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=2426&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2531826&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,38                 ","                     1,71 € / l                 ",Soda à l'orange Orangina                     Sans Sucres - 6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
,,                     1                 ,"                     ,90                 ","1,27 € / l","                     Soda Orangina                     Orange Sanguine - 1,5L                 ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2551650&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,50                 ","                     1,77 € / l                 ",Soda Orangina                     Orange Sanguine - 6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648691&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,74                 ","                     1,16 € / l                 ",Boisson gazeuse Schweppes                     Saveur Agrumes - 1.5L                  ,,,,,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648598&use=l&cat=p&typeid=i,Ajouter Produit,                     4                 ,"                     ,00                 ","                     2,00 € / l                 ",Boisson gazeuse Schweppes                     Saveur Agrumes - 4x50cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=39&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648619&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,50                 ","                     1,50 € / l                 ",Boisson gazeuse Schweppes                     Saveur Agrumes - 1L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648643&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,57                 ","                     1,57 € / l                 ",Boisson gazeuse Schweppes                     Saveur Agrumes Zero - 1L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648688&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,74                 ","                     1,16 € / l                 ","Boisson gazeuse Schweppes                     Saveur Agrumes Zero - 1,5L                  ",,,,,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2652443&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,39                 ","                     1,71 € / l                 ",Boisson gazeuse Schweppes                     Saveur Agrumes - 6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653372&use=l&cat=p&typeid=i,Ajouter Produit,                     6                 ,"                     ,53                 ","                     1,65 € / l                 ",Boisson gazeuse Schweppes                     Saveur Agrumes -12x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653029&use=l&cat=p&typeid=i,Ajouter Produit,                     5                 ,"                     ,09                 ","                     2,83 € / l                 ",Boisson gazeuse Schweppes                     Saveur Agrumes - 12x15cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=136&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2565014&use=l&cat=p&typeid=i,Ajouter Produit,                     10                 ,"                     ,90                 ","                     1,38 € / l                 ",Boisson gazeuse Schweppes                     Agrumes - 24x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2654044&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,22                 ","                     1,63 € / l                 ",Boisson gazeuse Schweppes                     Saveur Agrumes Zero - 6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2636320&use=l&cat=p&typeid=i,Ajouter Produit,                     6                 ,"                     ,73                 ","                     1,12 € / p                 ",Boisson gazeuse Schweppes                     Saveur Agrumes Zéro - 4x1.5L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653390&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,15                 ","                     1,43 € / l                 ","Boisson gazeuse Schweppes                     Pink Tonic - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2649828&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,58                 ","                     1,58 € / l                 ",Boisson gazeuse Schweppes                     Spritz - 1L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653351&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,68                 ","                     1,12 € / l                 ","Boisson gazeuse Schweppes                     Saveur Citron Zero - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653032&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,75                 ","                     1,17 € / l                 ","Boisson gazeuse Schweppes                     Saveur Citron - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2655106&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,59                 ","                     1,81 € / l                 ",Boisson gazeuse Schweppes                     Saveur Citron - 6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653026&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,99                 ","                     1,33 € / l                 ","Boisson gazeuse Schweppes                     Saveur Pomme - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2312299&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,75                 ","                     0,88 € / l                 ",Soda Fanta                     Orange - 2L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2658403&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,95                 ","                     1,49 € / l                 ",Soda Fanta orange                     Canette - 6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2327261&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,33                 ","                     1,06 € / l                 ",Soda Fanta citron                      bouteille - 1.25L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=28&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2327258&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,33                 ","                     1,06 € / l                 ",Soda Fanta orange bouteille                     - 1.25L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=28&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2259472&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,23                 ","                     1,08 € / l                 ",Eau gazeuse aromatisée Salvetat                     citron - 6x50cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=39&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2521978&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,28                 ","                     1,28 € / l                 ",Eau gazeuse aromatisée Badoit                     Ananas citron -1L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2643851&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,90                 ","                     1,90 € / l                 ",Citronnade pétillante Pulco                     Citron - 1L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2304920&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,30                 ","                     0,87 € / l                 ",Boisson gazeuse Sprink's                     Orange - 1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2654677&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,83                 ","                     1,22 € / l                 ","Boisson gazeuse Gini                     Citron - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2650780&use=l&cat=p&typeid=i,Ajouter Produit,                     11                 ,"                     ,90                 ",                                      ,Cylindre de CO2 Sodastream                     Recharge - 60L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logol=10014&mindim=25,,,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2115463&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,90                 ",                                      ,                     Gourde Tritan DisneyReine des Neiges - 350ml                  ,,,,,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2052277&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,63                 ","                     3,51 € / l                 ",Jus pomme pétillant Bio Village                     Bio sans alcool - 75cl                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,https://fd3-photos.leclercdrive.fr/PictoLabelQualite.ashx?id=10&mindim=25&v=2,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=33&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=1887586&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,59                 ","                     3,45 € / l                 ",Pétillant Gibus pomme                     Sans alcool 75cl                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=33&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=1887592&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,55                 ","                     3,40 € / l                 ",Pétillant Gibus                     Pomme pêche sans alcool 75cl                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=33&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2650486&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,75                 ","                     3,67 € / l                 ",Jus de pomme pétillant Champomy                     L'Original Pomme - 75cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=33&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2650432&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,75                 ","                     3,67 € / l                 ",Jus de pomme pétillant Champomy                     Gold Pomme Pêche - 75cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=33&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2650438&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,75                 ","                     3,67 € / l                 ",Jus de pomme pétillant Champomy                     Pink Pomme Raisin - 75cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=33&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2573114&use=l&cat=p&typeid=i,Ajouter Produit,                     0                 ,"                     ,72                 ","                     0,48 € / l                 ",Limonade Sprink's                     1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2147417&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,99                 ","                     1,33 € / l                 ",Limonade Sprink's                     6x50cl                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=39&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2223861&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,10                 ","                     0,73 € / l                 ",Lime soda Sprink's                     Citron zero - 1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2553336&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,18                 ","                     0,79 € / l                 ",Boisson gazeuse Sprink's                     Sans alcool - Mojito - 1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2573111&use=l&cat=p&typeid=i,Ajouter Produit,                     0                 ,"                     ,59                 ","                     0,39 € / l                 ",Limonade Sprink's                     Zero - 1.5L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2442860&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,95                 ","                     1,49 € / l                 ",Limonade Pyrénées 6x33cl                     Nos Régions ont du Talent                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=3&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2245752&use=l&cat=p&typeid=i,Ajouter Produit,                     0                 ,"                     ,38                 ","                     0,25 € / l                 ","Limonade Eco+                     1,5L                  ",,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=25&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2632900&use=l&cat=p&typeid=i,Ajouter Produit,                     0                 ,"                     ,91                 ","                     0,91 € / l                 ",Limonade Bio village                     Bio - 1L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,https://fd3-photos.leclercdrive.fr/PictoLabelQualite.ashx?id=10&mindim=25&v=2,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
