image,awcrs310_add,unité,unité1,unité2,description,spanwcrs310_origine,image3,image4,image5,awcrs310_add2list
https://fd3-photos.leclercdrive.fr/image.ashx?id=2555355&use=l&cat=p&typeid=i,Ajouter Produit,                     7                 ,"                     ,98                 ","                     1,06 € / l                 ",Lipton Ice Tea pêche                     6x1.25L dont 10% offerts                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=28&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2538611&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,55                 ","                     1,24 € / l                 ","Thé glacé Lipton Ice Tea                     Pêche abricot - 1,25L                  ",,,,,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2538608&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,65                 ","                     1,32 € / l                 ",Thé glacé Lipton Ice Tea                     Citron/citron vert - 1.25L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=28&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2612093&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,05                 ","                     1,17 € / l                 ",Thé glacé Ice Tea                     Pêche - 1.75L                  ,,,,,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2505471&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,92                 ","                     1,96 € / l                 ",Thé glacé Lipton Ice Tea                     Pêche - 4x50cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=39&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2505486&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,92                 ","                     1,47 € / l                 ",Lipton Ice Tea pêche                     6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2505468&use=l&cat=p&typeid=i,Ajouter Produit,                     5                 ,"                     ,81                 ","                     1,47 € / l                 ",Thé glacé Lipton Ice Tea                     Pêche - 12x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2533544&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,61                 ","                     1,29 € / l                 ",Thé glacé Lipton Ice Tea                     Pêche sans sucres                  ,,,,,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2614026&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,49                 ","                     1,19 € / l                 ",Thé glacé Lipton Ice Tea                     Pêche - 1.25L                  ,,,,,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2504371&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,19                 ","                     1,61 € / l                 ",Boisson Lipton Ice Tea                     Pêche light boîte - 6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2159598&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,80                 ","                     1,20 € / l                 ","Liptonic Lipton                     1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2504377&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,40                 ","                     1,72 € / l                 ",Liptonic                     Canette - 6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648661&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,99                 ","                     1,66 € / l                 ","Thé glacé MayTea                     Saveur Pêche - 1,2L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=1012&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2643863&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,92                 ","                     1,60 € / l                 ","Thé glacé MayTea                     Saveur Framboise - 1,2L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=1012&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648664&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,94                 ","                     1,62 € / l                 ","Thé glacé MayTea                     Saveur Menthe - 1,2L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=1012&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648667&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,00                 ","                     1,67 € / l                 ","Thé glacé MayTea                     Saveur Citron - 1,2L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=1012&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648673&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,91                 ","                     1,27 € / l                 ","Thé glacé Oasis Ice Tea                     Saveur Pêche - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2651891&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,71                 ","                     1,87 € / l                 ",Thé glacé Oasis Ice Tea                     Saveur Pêche - 6x33cl                  ,,,,,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648676&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,94                 ","                     1,29 € / l                 ","Thé glacé Oasis Ice Tea                     Saveur Framboise Cassis - 1,5L                  ",,,,,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2558835&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,31                 ","                     0,66 € / l                 ",Boisson aux fruits Jafun                     Orange - 2L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2558838&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,85                 ","                     0,93 € / l                 ",Boisson aux fruits Jafun                     Multifruits - 2L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2558841&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,35                 ","                     0,68 € / l                 ",Boisson aux fruits Jafun                     Tropical - 2L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2502101&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,33                 ","                     0,67 € / l                 ",Boisson aux fruits Jafun                     Pomme Cassis Framboise - 2L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2558844&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,35                 ","                     0,68 € / l                 ",Boisson aux fruits Jafun                     Tropical light - 2L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2501217&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,91                 ","                     0,96 € / l                 ",Boisson aux fruits Jafun                     Fraise Framboise - 2L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2501223&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,82                 ","                     0,91 € / l                 ",Boissons à base de fruit Jafun                     Pêche Abricot - 2L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2501211&use=l&cat=p&typeid=i,Ajouter Produit,                     0                 ,"                     ,99                 ","                     0,99 € / l                 ",Boisson aux fruits Jafun                     Tropical - 1L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2403282&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,88                 ","                     1,44 € / l                 ",Boisson aux Fruits Jafun                     Tropical - 10x20cl                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=44&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2529617&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,05                 ","                     1,71 € / l                 ",Boisson tropical brick Jafun                     6x20cl                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=44&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=1706721&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,31                 ","                     1,64 € / l                 ",Boisson aux fruits                     Orange - 4x20cl                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=44&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=1706724&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,52                 ","                     1,90 € / l                 ",Boisson aux fruits                     Tropical - 4x20cl                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=44&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2655719&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,38                 ","                     1,38 € / l                 ",Citronnade Bio Village                     Bio - 1L                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=1&mindim=33,https://fd3-photos.leclercdrive.fr/PictoLabelQualite.ashx?id=10&mindim=25&v=2,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2605953&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,00                 ","                     0,25 € / l                 ",Boisson aromatisée Eco+                     Exotique 2l                  ,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=25&mindim=33,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2654692&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,08                 ","                     2,05 € / l                 ",Boisson aux fruits Oasis Mini                     Tropical - 6x25cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=43&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2654686&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,86                 ","                     1,93 € / l                 ",Boisson aux fruits Oasis                     Tropical - 4x50cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=39&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2654680&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,47                 ","                     1,47 € / l                 ",Boisson aux fruits Oasis                     Tropical - 1L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2654707&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,90                 ","                     1,27 € / l                 ","Boisson aux fruits Oasis                     Tropical - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2654701&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,99                 ","                     1,00 € / l                 ",Boisson aux fruits Oasis                     Tropical - 2L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2630289&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,96                 ","                     0,99 € / l                 ",Boisson aux fruits Oasis                     Tropical - 2x2L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2654704&use=l&cat=p&typeid=i,Ajouter Produit,                     7                 ,"                     ,95                 ","                     0,99 € / l                 ",Boisson aux fruits Oasis                     Tropical - 4x2L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648703&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,96                 ","                     1,31 € / l                 ","Boisson aux fruits Oasis                     Tropical sans sucres - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2630325&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,14                 ","                     1,07 € / l                 ",Boisson aux fruits Oasis                     Multifruits - 2L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648628&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,49                 ","                     1,49 € / l                 ",Boisson aux fruits Oasis                     Orange - 1L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2650450&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,01                 ","                     1,01 € / l                 ",Boisson aux fruits Oasis                     Orange - 2L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2605487&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,10                 ","                     2,07 € / l                 ",Boisson aux fruits Oasis Mini                     Pomme Cassis Framboise - 6x25cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=43&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653396&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,01                 ","                     1,01 € / l                 ",Boisson aux fruits Oasis                     Goût Pomme Cassis Framboise 2L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648625&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,67                 ","                     1,67 € / l                 ",Boisson aux fruits Oasis                     Goût Pomme Cassis Framboise 1L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653023&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,08                 ","                     1,04 € / l                 ",Boisson aux fruits Oasis                     Saveur Pêche Abricot - 2L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648607&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,13                 ","                     1,07 € / l                 ",Boisson aux fruits Oasis                     Saveur Fraise Framboise - 2L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653050&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,30                 ","                     1,15 € / l                 ",Boisson aux fruits Oasis                     Saveur Pomme Poire - 2L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=24&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2654698&use=l&cat=p&typeid=i,Ajouter Produit,                     6                 ,"                     ,36                 ","                     1,61 € / l                 ",Boisson aux fruits Oasis                     Tropical - 12x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2654695&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,25                 ","                     1,64 € / l                 ",Boisson aux fruits Oasis                     Tropical - 6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2654689&use=l&cat=p&typeid=i,Ajouter Produit,                     5                 ,"                     ,22                 ","                     2,90 € / l                 ",Boisson aux fruits Oasis                     Tropical - 12x15cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=136&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653041&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,53                 ","                     1,78 € / l                 ",Boisson aux fruits Oasis                     Orange - 6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653044&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,65                 ","                     1,84 € / l                 ",Boisson aux fruits Oasis                     Pomme Cassis Framboise - 6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2653038&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,95                 ","                     1,99 € / l                 ",Boisson aux fruits Oasis                     Goût Fraise Framboise - 6x33cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=41&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2447067&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,17                 ","                     1,59 € / l                 ",Boisson aux fruits Capri Sun                     Multivitaminé - 10x20cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=44&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2447064&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,36                 ","                     1,68 € / l                 ",Boisson aux fruits Capri Sun                     Orange - 10x20cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=44&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2339078&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,85                 ","                     4,75 € / l                 ",Sirop Capri Sun                     Tropical - 60 Cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=35&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2506399&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,40                 ","                     1,70 € / l                 ",Boisson aux fruits Capri Sun                     Tropical - 10x20cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=44&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2211713&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,68                 ","                     2,23 € / l                 ",Boisson Fruit shoot Teisseire                     Multivamine - 6x20cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=44&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2349743&use=l&cat=p&typeid=i,Ajouter Produit,                     4                 ,"                     ,09                 ","                     1,70 € / l                 ",Boisson aux fruits Fruit shoot                     Multivitamine - 12x20cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=44&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2170112&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,66                 ","                     2,22 € / l                 ",Boisson fruit shoot Teisseire                     Tropical - 6x20cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=44&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2542558&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,46                 ","                     0,97 € / l                 ",Boisson Tropico                     Original - 1.5L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=2426&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2468602&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,62                 ","                     1,08 € / l                 ","Boisson Tropico                     Tropical - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2309963&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,07                 ","                     1,66 € / l                 ","Boisson Sunny Delight                     Doux California - 1,25L                  ",,,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=100&mindim=25,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2309960&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,11                 ","                     1,69 € / l                 ","Boisson Sunny Delight                     Florida - 1,25L                  ",,,,https://fd3-photos.leclercdrive.fr/logohandler.ashx?logo=100&mindim=25,"Ajouter à mes listes
 "
,,                     1                 ,"                     ,25                 ","2,50 € / l",                     Citronnade Pulco                     50cl                 ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=39&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2650441&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,80                 ","                     1,20 € / l                 ","Boisson Citronnade Pulco                     Citron - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2648631&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,96                 ","                     1,96 € / l                 ",Boisson Citronnade Pulco                     Citron - 1L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2616940&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,94                 ","                     1,94 € / l                 ",Boisson Citronnade Pulco                     Saveur Citron et Framboise - 1L                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=30&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2489335&use=l&cat=p&typeid=i,Ajouter Produit,                     2                 ,"                     ,87                 ","                     0,96 € / l                 ",Eau aromatisée Volvic Zest                     Citron - 6x50cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=39&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2488875&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,02                 ","                     0,68 € / l                 ","Eau aromatisée Volvic Zest                      Citron - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2549471&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,44                 ","                     0,96 € / l                 ","Eau aromatisée Volvic Juicy                     Citronnade - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2492324&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,11                 ","                     0,74 € / l                 ","Eau aromatisée Volvic zest                      citron vert citron - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2540433&use=l&cat=p&typeid=i,Ajouter Produit,                     3                 ,"                     ,81                 ","                     1,27 € / l                 ",Eau aromatisée Volvic juicy                     jus de fraise - 6x50cl                  ,,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=39&mindim=46,"Ajouter à mes listes
 "
https://fd3-photos.leclercdrive.fr/image.ashx?id=2540436&use=l&cat=p&typeid=i,Ajouter Produit,                     1                 ,"                     ,43                 ","                     0,95 € / l                 ","Eau aromatisée Volvic Juicy                     Fraise - 1,5L                  ",,,,https://fd3-photos.leclercdrive.fr/VisuelEchelle.ashx?Id=26&mindim=46,"Ajouter à mes listes
 "
