web-scraper-order,web-scraper-start-url,Produit_titre,Prix
"1706545819-46","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Lipton",""
"1706545819-47","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Ice Tea - Boisson thé saveur pêche",""
"1706545819-48","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","La bouteille de 1,25l",""
"1706545819-49","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Coca-Cola",""
"1706545819-50","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Cherry - Soda au cola saveur cerise",""
"1706545819-51","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","la bouteille de 1,25 l",""
"1706545819-52","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Fuzetea",""
"1706545819-53","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Boisson thé noir glacé saveur pêche intense",""
"1706545819-54","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","la bouteille de 1,25 l",""
"1706545819-55","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Coca-Cola",""
"1706545819-56","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Zero - Soda au cola sans sucres",""
"1706545819-57","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","les 4 bouteilles de 500 ml",""
"1706545819-58","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Lipton",""
"1706545819-59","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Ice Tea - Boisson thé saveur pêche",""
"1706545819-60","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Les 6 canettes de 33cl - 1,98l",""
"1706545819-61","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Orangina",""
"1706545819-62","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Soda aux fruits et sa pulpe",""
"1706545819-63","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","la bouteille de 1,5 l",""
"1706545819-64","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Orangina",""
"1706545819-65","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Soda aux fruits et sa pulpe",""
"1706545819-66","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","les 4 bouteilles de 1,5 l",""
"1706545819-67","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Orangina",""
"1706545819-68","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Soda aux fruits et sa pulpe",""
"1706545819-69","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","les 6 canettes de 33 cl",""
"1706545819-70","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Pressade",""
"1706545819-71","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Nectar orange BIO",""
"1706545819-72","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","les 6 briques de 20cl - 1,2l",""
"1706545819-73","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Fanta",""
"1706545819-74","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Soda citron frappé",""
"1706545819-75","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","la bouteille de 1,25l",""
"1706545819-76","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Schweppes",""
"1706545819-77","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Soda Agrumes aux saveurs de 4 agrumes",""
"1706545819-78","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","la bouteille de 1 l",""
"1706545819-79","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Pepsi",""
"1706545819-80","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Pepsi soda au cola",""
"1706545819-81","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","La bouteille de 1,5l",""
"1706545819-82","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Coca-Cola",""
"1706545819-83","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Soda au cola goût Original",""
"1706545819-84","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Les 6 bouteilles en verre de 25 cl - 1,5l",""
"1706545819-85","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Coca-Cola",""
"1706545819-86","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Soda au cola sans sucres",""
"1706545819-87","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","la boite de 12 canettes de 33 cl - 3,9l",""
"1706545819-88","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Lipton",""
"1706545819-89","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Ice Tea - Boisson thé saveur pêche",""
"1706545819-90","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Les 12 canettes de 33cl - 3,96l",""
"1706545819-91","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Coca-Cola",""
"1706545819-92","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Zéro - Soda au cola sans sucres sans caféine",""
"1706545819-93","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","la bouteille de 1,25 l",""
"1706545819-94","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Fanta",""
"1706545819-95","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Soda orange",""
"1706545819-96","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","les 6 canettes de 330 ml",""
"1706545819-97","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Fuzetea",""
"1706545819-98","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Boisson thé noir glacé saveur pêche saveur hibiscus",""
"1706545819-99","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","la bouteille de 1,25 l",""
"1706545819-100","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Schweppes",""
"1706545819-101","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Boisson gazeuse agrumes",""
"1706545819-102","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","les 6 canettes de 33 cl",""
"1706545819-103","https://www.intermarche.com/rayons/eaux-sodas-jus/colas-thes-glaces-boissons-gazeuses/15454","Schweppes",""
