web-scraper-order,web-scraper-start-url,Produit_titre,Prix
"1706545323-168","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","Saucisses de toulouse label rouge, bleu blanc cœur",""
"1706545323-169","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","La barquette de 4 - 500g environ",""
"1706545323-170","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","Jean Rozé",""
"1706545323-171","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","Souris d'agneau cuite au thym",""
"1706545323-172","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","La barquette de 450g",""
"1706545323-173","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","5,75 €"
"1706545323-174","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","11,49 €/Kg"
"1706545323-175","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","6,30 €"
"1706545323-176","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","18,00 €/Kg"
"1706545323-177","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","8,49 €"
"1706545323-178","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","14,15 €/Kg"
"1706545323-179","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","2,49 €"
"1706545323-180","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","9,96 €/Kg"
"1706545323-181","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","3,36 €"
"1706545323-182","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","8,39 €/Kg"
"1706545323-183","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","8,37 €"
"1706545323-184","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","27,90 €/Kg"
"1706545323-185","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","5,75 €"
"1706545323-186","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","11,49 €/Kg"
"1706545323-187","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","7,14 €"
"1706545323-188","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","11,90 €/Kg"
"1706545323-189","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","4,19 €"
"1706545323-190","https://www.intermarche.com/rayons/viandes-et-poissons/boucherie/9590","","27,90 €/Kg"
