web-scraper-order,web-scraper-start-url,Produit_titre,Prix
"1706543106-269","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","1,99 €/Kg"
"1706543106-270","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","2,99 €"
"1706543106-271","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","2,99 €/Pièce"
"1706543106-272","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,49 €"
"1706543106-273","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","1,75 €/Kg"
"1706543106-274","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","0,27 €"
"1706543106-275","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","5,49 €/Kg"
"1706543106-276","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","0,54 €"
"1706543106-277","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","2,69 €/Kg"
"1706543106-278","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","1,49 €"
"1706543106-279","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","1,49 €/Pièce"
"1706543106-280","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,49 €"
"1706543106-281","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,49 €/Pièce"
"1706543106-282","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","2,49 €"
"1706543106-283","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","2,49 €/Kg"
"1706543106-284","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","0,66 €"
"1706543106-285","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,29 €/Kg"
"1706543106-286","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","0,82 €"
"1706543106-287","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,29 €/Kg"
"1706543106-288","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,49 €"
"1706543106-289","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,49 €/Pièce"
"1706543106-290","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,99 €"
"1706543106-291","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,99 €/Pièce"
"1706543106-292","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,69 €"
"1706543106-293","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","4,92 €/Kg"
"1706543106-294","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","4,99 €"
"1706543106-295","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","9,98 €/Kg"
"1706543106-296","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","2,29 €"
"1706543106-297","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","2,29 €/Pièce"
"1706543106-298","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,49 €"
"1706543106-299","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","2,33 €/Kg"
"1706543106-300","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","2,49 €"
"1706543106-301","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","2,49 €/Pièce"
"1706543106-302","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","0,74 €"
"1706543106-303","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,69 €/Kg"
"1706543106-304","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","5,01 €"
"1706543106-305","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","12,53 €/Kg"
"1706543106-306","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","1,69 €"
"1706543106-307","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","1,69 €/Pièce"
"1706543106-308","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","4,99 €"
"1706543106-309","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","9,98 €/Kg"
"1706543106-310","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","1,00 €"
"1706543106-311","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,99 €/Kg"
"1706543106-312","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","0,76 €"
"1706543106-313","https://www.intermarche.com/rayons/fruits-et-legumes/fruits/7569","","3,79 €/Kg"
